SienaReference,LegNo,SienaCommonRef,GroupRefNo,DealType,FullDealType,FullSubDealType,Broker,Status,Traded,TradeDate,StartDate,MaturityDate,ContractNumber,ExternalReference,DealingInterface,DealtAmount,AgainstAmount,DealtCcy,AgainstCcy,MajorCcy,MinorCcy,AllInRate,AllInRate2,ABSRate,SalesMargin,SalesMargin2,ChlMargin,Book,CounterBook,ParentContractNumber,MktRate,MktRate2,FixingBasis,SettleCcy,SettlementRate,DateTime,CallGroup,DmIndicator,RefIrType,RefIRType2,RefIrPeriod,RefIrMargin,RefIRMargin2,OptionDate,QuoteBasis,MktPoints,Direction,NpvDate,NpvRate,InterestFrequency,InterestAction,InterestStrategy,InterestBasis,InterestBasis2,MandatedUser,CustomerSienaView,CustomerExternalView,SienaDealer,DealOwner,OriginUser,EditedByUser,DealOwnerMnemonic,UTCOriginTime,UTCUpdateTime,MarginTrading,MmLegSettleDate,MmLegMargin,MmLegAllInRate,SwapPoints,SpotDate,SpotRate,MktSpotRate,SpotSalesMargin,SpotChlMargin,RerouteCcy,MajSideSpotDate,MajSideSpotRate,MajSideMktSpotRate,MajSideTrueSpotRate,MajSideMktTrueSpotRate,MajSideSpotSalesMargin,MajSideSpotChMargin,MinSideSpotDate,MinSideSpotRate,MinSideMktSpotRate,MinSideTrueSpotRate,MinSideMktTrueSpotRate,MinSideSpotSalesMargin,MinSideSpotChlMargin,MajSideDate,MajSideRate,MajSideMktRate,MajSideSalesMargin,MajSideChlMargin,MinSideDate,MinSideRate,MinSideMarketRate,MinSideSalesMargin,MinSideChlMargin,PayInstruction,ReceiptInstruction,CustomerPayInstruction,CustomerReceiptInstruction,BackOfficeNotes,customerStatementNotes,NotesMargin,RequestedBy,EditReason,EditOtherReason,LimitOrderType,LimitOrderStatus,LimitOrderExpiryDate,LimitOrderExpiryTime,LimitOrderUTCExpiryTime,LimitOrderRate,LimitOrderTPRate,LimitOrderSLRate,LimitOrderOwner,LimitOrderCustodian,LimitOrderPartialFillOK,NIName,NICleanPrice,NIDirtyPrice,NIYield,NIClearingSystem,Acceptor,NIDiscount,FutureExchangeCode,FutureCurrIsoCode,FutureDeliveryMth,FutureContractCode,FutureLots,FastPay,PaymentFee,PaymentFeePolicy,PaymentReason,Hedged,Premium,PremiumQuote,PremiumCurrency,PremiumRate,PremiumPercent,PremiumDate,StrikePrice,Exercised,OptionExpiryDate,OptionExercisedDate,NoticeDays,AlternativeCurrency,PaymentDate,SettlementDate,FixingDate,SpotBook,MajSpotBook,MinSpotBook,ForwardBook,MajFwrdBook,MinFwrdBook,MMBook,MajMMBook,MinMMBook,RepoFundingRate,RepoMargin,RepoSafe,RepoInitialFloatingCouponRate,UTI,EditVersion,BrokeragePercentage,BrokerageCurrency,BrokerageAmount,BrokerageDate,AccountName,AccountNumber,CashBalance,DebitFrequency,CreditFrequency,FeeAmount,FeePercentage,SettAmtOutstanding,LedgerBalance,ManuallyQuoted,Portfolio,InternalId,InternalDeleted,ISIN,Waiver,EURAmount,EUROtherAmount,LEI,Equity,Shares,ResidualShares,StockExchange,ShareHolder
000110,1,000110,NULL,ABS,Arbitrage Swap,Arbitrage Swap,Phone,Incomplete,NULL,2017-06-21,2017-06-22,NULL,NULL,NULL,Siena,5000000,0,USD,EUR,EUR,USD,NULL,NULL,5,0.0003,NULL,0,Spot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-05-03 19:03:42.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,NULL,BUY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Linda Jenkinson,AIRNZ     AUC,NULL,NULL,SuperMWT,SuperMWT,NULL,NULL,2017-06-30 13:09:45,NULL,NULL,NULL,NULL,NULL,NULL,2017-06-23,NULL,NULL,0.0003,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000110,2,000110,NULL,ABS,Arbitrage Swap,Arbitrage Swap,Phone,Incomplete,NULL,2017-06-21,NULL,2017-07-24,NULL,NULL,Siena,5000000,0,USD,EUR,EUR,USD,NULL,NULL,5,-0.0003,NULL,0,Spot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-05-03 19:03:42.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,NULL,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Linda Jenkinson,AIRNZ     AUC,NULL,NULL,SuperMWT,SuperMWT,NULL,NULL,2017-06-30 13:09:45,NULL,NULL,NULL,NULL,NULL,NULL,2017-06-23,NULL,NULL,-0.0003,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001817,1,001816,NULL,BBT,Back to Back Term,Back to Back Term,Investec,Confirmed,NULL,2018-05-15,2018-05-17,2018-06-18,001926,NULL,Contact Manager,1000000,NULL,EUR,NULL,NULL,NULL,-0.401,NULL,NULL,0,NULL,NULL,Deal,PropOE,001925,-0.401,NULL,NULL,NULL,NULL,2018-06-27 09:44:07.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAN,NULL,NULL,Undefined,NULL,NULL,Actual 360,NULL,Akulina Krylova,ABC       EST,NULL,SuperMWT,SuperMWT,SuperMWT,NULL,NULL,2018-05-17 07:10:17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-05-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PropOE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,131940,2018-06-27 08:46:08.7500000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
002029,1,002028,NULL,BBT,Back to Back Term,Back to Back Term,SUCDEN,Complete,NULL,2018-06-28,2018-07-03,2019-07-02,SD28628001,NULL,Contact Manager,1000000,NULL,USD,NULL,NULL,NULL,-4,NULL,NULL,0,NULL,NULL,Deal,PropOE,SD28628001,-4,NULL,NULL,NULL,NULL,2018-07-04 13:28:07.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAN,NULL,NULL,1 Month,2,NULL,Actual 360,NULL,Beth Wittaker,VirginGrp LON,NULL,Salesdesk,Salesdesk,Salesdesk,Salesdesk,SD2,2018-07-04 12:27:39,2018-07-04 12:28:05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-07-03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PropOE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,132130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
002030,1,002019,NULL,BBT,Back to Back Term,Back to Back Term,SUCDEN,Complete,NULL,2018-06-28,2018-07-02,2019-07-02,SD28628002,NULL,Contact Manager,1000000,NULL,EUR,NULL,NULL,NULL,-0.219,NULL,NULL,0,NULL,NULL,Deal,PropOE,SD28628002,-0.219,NULL,NULL,NULL,NULL,2018-07-04 13:28:41.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAN,NULL,NULL,3 Months,2,NULL,Actual 360,NULL,Beth Wittaker,VirginGrp LON,NULL,BackOffice,BackOffice,Salesdesk,NULL,NULL,2018-07-04 12:28:38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-07-02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PropOE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,132131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000206,1,000206,NULL,Bond,Bond,Corporate Bond,Imported,Cancelled,Traded,2010-03-29,2010-03-30,2019-03-07,NULL,11945,ExternalDealImporter,100,NULL,GBP,NULL,NULL,NULL,0.045,NULL,NULL,0,NULL,NULL,Prop,NULL,NULL,0.045,NULL,NULL,NULL,NULL,2017-09-07 14:27:10.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOLDING,NULL,NULL,Undefined,NULL,NULL,Actual 360,NULL,NULL,VirginGrp LON,NULL,NULL,NULL,SERVICE,SuperMWT,NULL,2017-07-11 13:45:44,2017-09-07 13:24:15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,UKT_4.50_07/03/19,0.045,6.93,224,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010-03-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10462,2017-09-07 13:27:13.7100000,GB00B39R3F84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000240,1,000240,NULL,Bond,Bond,Corporate Bond,Imported,Cancelled,Traded,2010-03-29,2010-03-30,2019-03-07,000164,11945,ExternalDealImporter,100,NULL,GBP,NULL,NULL,NULL,0.045,NULL,NULL,0,NULL,NULL,Prop,NULL,NULL,0.045,NULL,NULL,NULL,NULL,2017-09-07 14:27:11.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOLDING,NULL,NULL,Undefined,NULL,NULL,Actual 360,NULL,Andrew Jones,VirginGrp LON,NULL,NULL,NULL,SERVICE,SuperMWT,NULL,2017-08-08 08:29:03,2017-09-07 13:10:37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,UKT_4.50_07/03/19,0.045,6.93,224,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010-03-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213800OP8IQALEBOMT88000164,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,30483,2017-09-07 13:27:13.7566667,GB00B39R3F84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000193,1,000193,NULL,Bond,Bond,Bond,Imported,Cancelled,Traded,2010-03-29,2010-03-30,2019-03-07,000128,11945,ExternalDealImporter,100,NULL,GBP,NULL,NULL,NULL,0.045,NULL,NULL,0,NULL,NULL,Demo,NULL,NULL,0.045,NULL,NULL,NULL,NULL,2017-07-11 10:25:38.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOLDING,NULL,NULL,Undefined,NULL,NULL,Actual 360,NULL,Andrew Jones,VirginGrp LON,NULL,NULL,NULL,SERVICE,SuperMWT,NULL,2017-07-11 09:09:55,2017-07-11 09:14:52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Client,Deal Cancellation,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,UKT_4.50_07/03/19,0.045,6.93,224,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010-03-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213800OP8IQALEBOMT88000128,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10449,NULL,GB00B39R3F84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000046,1,000046,NULL,Bond,Bond,Corporate Bond,FIX Engine,Cancelled,Invested,2017-04-18,2017-04-21,2025-05-12,NULL,NULL,Siena,1000000,NULL,USD,NULL,NULL,NULL,97,NULL,NULL,0,NULL,NULL,Spot,NULL,NULL,97,NULL,NULL,NULL,NULL,2017-09-07 14:27:09.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ISSUE,NULL,NULL,6 Months,NULL,NULL,30/360,NULL,Linda Jenkinson,AIRNZ     AUC,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,NULL,2017-05-02 15:15:55,2017-09-07 13:24:10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bond: USD 10% 12/05/2025,97,101.475138,10.557019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10341,2017-09-07 13:27:13.6700000,263452675267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000267,1,000267,NULL,Bond,Bond,Corporate Bond,Investec,Cancelled,Invested,2017-08-07,2017-08-09,2018-11-01,000195,NULL,Siena,5000000,NULL,GBP,NULL,NULL,NULL,98,NULL,NULL,0,NULL,NULL,Spot,NULL,NULL,98,NULL,NULL,NULL,NULL,2017-09-07 14:27:11.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ISSUE,NULL,NULL,1 Month,NULL,NULL,30/360,NULL,Andrew Jones,VirginGrp LON,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,NULL,2017-08-16 14:35:32,2017-09-07 13:10:31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2 Yr Allianz,98,98.117656,7.1805128,euroclear,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213800OP8IQALEBOMT88000195,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,40505,2017-09-07 13:27:13.8500000,LU0820561818,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000274,1,000274,NULL,Bond,Bond,Corporate Bond,Investec,Cancelled,Traded,2017-08-07,2017-08-10,2019-07-22,000213,NULL,Contact Manager,1000000,NULL,GBP,NULL,NULL,NULL,109,NULL,NULL,0,NULL,NULL,NGRA,NULL,NULL,109,NULL,NULL,NULL,NULL,2017-09-07 14:27:12.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOLDING,NULL,NULL,1 Month,NULL,NULL,30/360,NULL,Richard Branson,VirginGrp LON,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,NULL,2017-08-17 15:11:40,2017-09-07 13:10:12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Barclays Plc 2.125pc 24Oct49,109,109,2.3963799,euroclear,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-08-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213800OP8IQALEBOMT88000213,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,40512,2017-09-07 13:27:14.2033333,XS0118932366,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000275,1,000275,NULL,Bond,Bond,Corporate Bond,IG Group,Cancelled,Invested,2017-08-07,2017-08-10,2029-09-11,NULL,NULL,Contact Manager,2000000,NULL,GBP,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NGRA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-09-07 14:27:12.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOLDING,NULL,NULL,6 Months,NULL,NULL,30/360,NULL,ESL User,Anybank   LON,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,NULL,2017-08-17 15:28:06,2017-09-07 13:24:19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3229,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ALPHABANK,NULL,0,NULL,euroclear,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-08-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,40513,2017-09-07 13:27:14.2966667,DUMMYCODE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000302,1,000302,NULL,Bond,Bond,Corporate Bond,Phone,Cancelled,Traded,2017-08-21,2017-08-24,2019-07-22,000231,NULL,Contact Manager,1000,NULL,GBP,NULL,NULL,NULL,106.14,NULL,NULL,8.14,NULL,NULL,NGRA,NULL,NULL,98,NULL,NULL,NULL,NULL,2017-09-07 14:27:12.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOLDING,NULL,NULL,1 Month,NULL,NULL,30/360,NULL,Richard Branson,VirginGrp LON,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,NULL,2017-08-21 14:34:05,2017-09-07 13:10:05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Barclays Plc 2.125pc 24Oct49,84.852,85.112,16.3994,euroclear,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-08-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213800OP8IQALEBOMT88000231,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,40547,2017-09-07 13:27:14.4333333,XS0118932366,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000272,1,000272,NULL,Bond,Bond,Corporate Bond,Phone,Cancelled,Traded,2017-08-07,2017-08-10,2019-07-22,000211,NULL,Contact Manager,10000000,NULL,GBP,NULL,NULL,NULL,106.6616367,NULL,NULL,0,NULL,NULL,NGRA,NULL,NULL,106.6616367,NULL,NULL,NULL,NULL,2017-09-07 14:27:11.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOLDING,NULL,NULL,1 Month,NULL,NULL,30/360,NULL,Mr Barclay,Barclays  LON,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,NULL,2017-08-17 12:49:54,2017-09-07 13:10:25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Barclays Plc 2.125pc 24Oct49,106.6616367,106.6616367,3.583,euroclear,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-08-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G5GSEF7VJP5I7OUK5573000211,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,40510,2017-09-07 13:27:14.0733333,XS0118932366,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
